Music_Title,Drum_Kick,Drum_Snare,Drum_HiHat,Drum_Cymbals,Drum_Overheads,Drum_Tom,Drum_Room,Percussion,Bass,Acoustic_Guitar,Electric_Guitar,Piano,Electric_Piano,Brass,String,WoodWind,Other,Lead_Vocal,Backing_Vocal,Unused,Vocal_Quality
Sugar - Faith,"['01_KickIn.wav', '02_KickOut.wav', '03_KickBeater.wav']","['05_SnareUp.wav', '06_SnareDown.wav', '07_SnareTrigger.wav']",['08_HiHat.wav'],['09_RIde.wav'],['16_Overheads.wav'],"['10_Tom1Up.wav', '11_Tom1Down.wav', '13_Tom2Up.wav', '14_Tom2Down.wav']","['17_DrumsRoom.wav', '18_DrumsRoomOD.wav']",[],"['19_BassDI.wav', '20_BassDist.wav', '21_BassAmp1.wav', '22_BassAmp2.wav']",[],"['23_ElecGtr1.wav', '24_ElecGtr1DI.wav', '25_ElecGtr2.wav', '26_ElecGtr2DI.wav', '27_ElecGtr3.wav', '28_ElecGtr3DI.wav', '29_ElecGtr4.wav', '30_ElecGtr4DI.wav', '31_ElecGtr5.wav', '32_ElecGtr5DI.wav', '33_ElecGtr6.wav', '34_ElecGtr6DI.wav', '35_ElecGtr7.wav', '36_ElecGtr7DI.wav', '37_ElecGtr8.wav', '38_ElecGtr8DI.wav', '39_ElecGtr9.wav', '40_ElecGtr9DI.wav']",[],[],[],[],[],[],['41_LeadVox.wav'],"['42_BackingVox1.wav', '43_BackingVox2.wav', '44_BackingVox3.wav', '45_BackingVox3DT.wav']","['04_KickTrigger.wav', '12_Tom1Trigger.wav', '15_Tom2Trigger.wav']",1
Sugar,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",[],[],['05_Overheads.wav'],"['07_Tom1.wav', '08_Tom2.wav']",['06_DrumsRoom.wav'],[],"['11_BassDI.wav', '12_BassAmp.wav']","['13_AcousticGtr.wav', '14_AcousticGtrDT.wav']","['15_ElecGtr1.wav', '16_ElecGtr2.wav', '17_ElecGtr2DT.wav', '18_ElecGtr3.wav', '19_ElecGtr4.wav', '20_ElecGtr4DT.wav', '21_ElecGtr5.wav', '22_ElecGtr5DT.wav', '23_ElecGtr6.wav', '24_ElecGtr6DT.wav', '25_ElecGtr7.wav', '26_ElecGtr8.wav']",[],[],[],"['32_Strings1.wav', '33_Strings2.wav']",[],"['09_Bell.wav', '10_SFX.wav', '27_Synth1.wav', '28_Synth2.wav', '29_Synth3.wav', '30_Synth4.wav', '31_Synth5.wav']",['34_LeadVox.wav'],[],[],1
Suit You,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],[],['04_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav', '08_Tom3.wav', '09_Tom4.wav']",['05_DrumsRoom.wav'],[],['10_Bass.wav'],[],"['11_ElecGtr01.wav', '12_ElecGtr02.wav', '13_ElecGtr03.wav']",['14_Piano.wav'],[],[],[],[],[],"['15_LeadVox.wav', '16_LeadVoxDT.wav']","['17_BackingVox1.wav', '18_BackingVox2.wav', '19_BackingVox3.wav', '20_BackingVox3DT.wav', '21_BackingVox4.wav', '22_BackingVox4DT.wav']",[],1
Summerghost,[],[],[],[],['01_Drums.wav'],[],[],[],"['02_BassDI.wav', '03_BassAmp.wav']",[],"['04_ElecGtr1.wav', '05_ElecGtr1DT.wav', '06_ElecGtr2.wav', '07_ElecGtr2DT.wav', '08_ElecGtr3.wav', '09_ElecGtr3DT.wav', '10_ElecGtr4.wav', '11_ElecGtr4DT.wav', '12_ElecGtr5.wav', '13_ElecGtr6.wav']",[],[],[],[],[],"['14_Synth.wav', '15_SynthDT.wav']","['16_LeadVox1.wav', '17_LeadVox2DT.wav', '18_LeadVox2.wav', '19_LeadVox2DT.wav']","['20_BackingVox1.wav', '21_BackingVox1DT.wav', '22_BackingVox2.wav', '23_BackingVox3.wav', '24_BackingVox4.wav', '25_BackingVox5.wav', '26_BackingVox6.wav', '27_BackingVox7.wav', '28_BackingVox8.wav']",[],1
Summertime,[],[],[],[],[],[],[],[],[],"['04_AcousticGtrCloseMics.wav', '05_AcousticGtrFarMics.wav', '06_AcousticGtrDI.wav']",[],[],[],"['01_SaxophoneCloseMic1.wav', '02_SaxophoneCloseMic2.wav', '03_SaxophoneFarMic1.wav']",[],[],[],[],[],[],0
Sun Drenched,[],[],[],[],[],[],[],"['01_Daiko.wav', '02_RomanWarDrum.wav', '03_MalaysianDjembe.wav', '04_Percussion1.wav', '05_Percussion2.wav', '06_Percussion3.wav']",[],['10_Psaltery.wav'],[],['09_Piano.wav'],[],"['16_Trombone.wav', '17_Tuba.wav', '18_FrenchHorn1.wav', '19_FrenchHorn2.wav']","['13_Violins1.wav', '14_Violins2.wav', '15_Violas.wav']",[],"['07_Harp.wav', '08_HarpHarmonics.wav', '11_Pad1.wav', '12_Pad2.wav']",[],[],[],0
Surrendering,"['Drums-Kick In-M82.wav', 'Drums-Kick Out-647.wav']","['Drums-Snare Bot-M81.wav', 'Drums-Snare-M80.wav']",['Drums-Hat-M60.wav'],[],['Drums-Over-TF51.wav'],"['Drums-Floor 2-M81.wav', 'Drums-Floor-M81.wav', 'Drums-Rack Tom-M81.wav']",['Drums-Room-M60.wav'],[],"['Bass-Active DI.wav', 'Bass-Amp-M80.wav', 'Bass-Amp-U47.wav']",[],"['ELE GTR1 Dis-M80.wav', 'ELE Guitar1 Clean-M80.wav', 'ELE Guitar1 Clean-TF47.wav', 'ELE Guitar2 Clean-M80.wav', 'ELE Guitar2 Clean-TF29.wav', 'ELE Guitar2 Dis-M81.wav']",[],[],[],[],[],[],['Vocals-Kevin-Proto.wav'],[],"['Vocals-Adam-Proto.wav', 'Vocals-Brian-Proto.wav']",0
Symphony Of Silence,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],[],['06_Overheads.wav'],['05_Toms.wav'],['07_DrumsRoom.wav'],[],"['08_BassDI.wav', '09_BassAmp.wav']",[],"['10_ElecGtr01.wav', '11_ElecGtr01DT.wav', '12_ElecGtr02.wav', '13_ElecGtr02DT.wav', '14_ElecGtr03.wav', '15_ElecGtr03DT.wav', '16_ElecGtr04.wav', '17_ElecGtr04DT.wav', '18_ElecGtr05.wav', '19_ElecGtr05DT.wav', '20_ElecGtr06.wav', '21_ElecGtr06DT.wav', '22_ElecGtt07.wav', '23_ElecGtt07DT.wav', '24_ElecGtt08.wav', '25_ElecGtt08DT.wav', '26_ElecGtt09.wav', '27_ElecGtt09DT.wav', '28_ElecGtt10.wav', '29_ElecGtt10DT.wav', '30_ElecGtt11.wav', '31_ElecGtt11DT.wav', '32_ElecGtt12.wav', '33_ElecGtt12DT.wav', '34_ElecGtt13.wav', '35_ElecGtt13DT.wav', '36_ElecGtt14.wav', '37_ElecGtt14DT.wav']",[],[],"['39_Sax1.wav', '40_Sax2.wav']",[],[],['38_Hammond.wav'],['41_LeadVox.wav'],['42_BackingVox.wav'],[],1
Szarad A Szaj,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp1.wav', '04_SnareUp2.wav', '05_SnareDown.wav']",['06_HiHat.wav'],[],['07_Overheads.wav'],"['08_Tom1.wav', '09_Tom2.wav']",[],[],['10_Bass.wav'],[],"['14_ElecGtrMic1.wav', '15_ElecGtrMic2.wav']",[],[],"['11_AltoSaxMic1.wav', '12_AltoSaxMic2.wav']",['13_Fiddle.wav'],[],[],['16_LeadVox.wav'],['17_BackingVox.wav'],[],0
Take It Off,['01_Kick.wav'],['02_Snare.wav'],[],[],['05_Overheads.wav'],"['03_Tom1.wav', '04_Tom2.wav']",['06_DrumsRoom.wav'],[],['07_Bass.wav'],[],"['08_ElecGtr1.wav', '09_ElecGtr2.wav', '10_ElecGtr3.wav', '11_ElecGtr4.wav', '12_ElecGtr5.wav']",[],[],[],[],[],[],['13_LeadVox.wav'],"['14_BackingVox1.wav', '15_BackingVox2.wav']",[],1
Talk To Me Baby,['DRUM KICK (OUTSIDE) -M82 - API 1608.wav'],"['DRUM SNARE BOTTOM - M81 - API 1608.wav', 'DRUM SNARE TOP - M80-SH - API 1608.wav']",['DRUM HI HAT - M60 FET hypercardioid - API 1608.wav'],[],"['DRUM OVERHEAD L - CU-29 Copperhead - API 1608 .wav', 'DRUM OVERHEAD R - CU-29 Copperhead - API 1608 .wav']","['DRUM TOM 1 - M81-SH - API 1608.wav', 'DRUM TOM 3 - M81-SH - API 1608.wav']",[],[],['BASS - RED DI - API 1608.wav'],"['A GUITAR 1 - M60 FET - API 1608.wav', 'A GUITAR 2 - M60 FET - API 1608.wav']","['E GUITAR (LIVE) - M81 - API 1608.wav', 'E GUITAR (SOLO) - M81 - API 1608.wav', 'E GUITAR 2 - M81 - API 1608.wav', 'E GUITAR 3 - M81 - API 1608.wav', 'E GUITAR 4 - M81 - API 1608.wav', 'E GUITAR 5 - M81 - API 1608.wav']",[],"['KEYS 1 - DI - API 1608.wav', 'KEYS 2 - DI - API 1608.wav', 'KEYS 3 - DI - API 1608.wav']",[],[],[],[],"['VOX LIVE - M80 Dynamic - API 1608.wav', 'VOX STUDIO - C12 - API 1608-01.wav', 'VOX STUDIO - U47 - API 1608.wav']","['HARM VOX 1 - C12 - API 1608.wav', 'HARM VOX 10 - C12 - API 1608.wav', 'HARM VOX 11 - C12 - API 1608.wav', 'HARM VOX 12 - C12 - API 1608.wav', 'HARM VOX 13 - C12 - API 1608.wav', 'HARM VOX 2 - C12 - API 1608.wav', 'HARM VOX 3 - C12 - API 1608.wav', 'HARM VOX 4 - C12 - API 1608.wav', 'HARM VOX 5 - C12 - API 1608.wav', 'HARM VOX 6 - C12 - API 1608.wav', 'HARM VOX 8 - C12 - API 1608.wav', 'HARM VOX 9 - C12 - API 1608.wav']",['ROOM MIC - ELA M 251E - API 1608.wav'],0
Tears In The Rain,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],"['06_Cymbal1.wav', '07_Cymbal2.wav']",[],"['04_Tom1.wav', '05_Tom2.wav']",[],['08_Tambourine.wav'],['09_BassDI.wav'],"['12_AcousticGtr1.wav', '13_AcousticGtr2.wav', '14_NylonGtr.wav']","['10_ElecGtr1.wav', '11_ElecGtr2.wav']",[],[],[],[],[],[],[],[],[],0
Technomantra,[],[],[],[],[],[],[],[],[],"['01_GtrMic1.wav', '02_GtrMic2.wav']",[],[],[],[],[],[],[],[],[],[],0
Telemann's La Lyra Overture,[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['06_SpotMic_Violins.wav', '07_SpotMic_Violas.wav', '08_SpotMic_Cellos.wav']",[],"['01_DeccaTree_Left.wav', '02_DeccaTree_Centre.wav', '03_DeccaTree_Right.wav', '09_SpotMic_Harpsichord.wav']",[],[],"['04_RoomStereo.wav', '05_RoomMono.wav']",0
Tell Me Nice,[],[],[],[],[],[],[],"['02_Shaker1.wav', '03_Shaker1DT.wav', '04_Shaker2.wav', '05_Shaker2DT.wav', '06_Snare Drum.wav', '07_Tambourine.wav']","['08_BassDI.wav', '09_BassSwell.wav']","['10_AcousticGtrMic.wav', '11_AcousticGtrDI.wav']",[],['12_Piano.wav'],[],[],[],[],['01_Cajon.wav'],"['13_LeadVox1.wav', '15_LeadVox3.wav']","['17_BackingVox1.wav', '18_BackingVox2.wav', '14_LeadVox2.wav', '16_LeadVox4.wav']",[],1
Temporary Happiness,"['01_KickIn.wav', '02_KickOut.wav', '03_KickSub.wav']","['04_SnareUp.wav', '05_SnareDown.wav']",['06_HiHat.wav'],[],['11_Overheads.wav'],"['08_Tom1.wav', '09_Tom2.wav', '10_Tom3.wav']","['12_DrumsRoom1.wav', '13_DrumsRoom2.wav']","['07_Cowbell.wav', '14_Tambourine.wav']","['15_BassDI.wav', '16_BassAmpMic1.wav', '17_BassAmpMic2.wav']",[],"['18_ElecGtr1Mic1.wav', '19_ElecGtr1Mic2.wav', '20_ElecGtr1Mic3.wav', '21_ElecGtr2Mic1.wav', '22_ElecGtr2Mic2.wav', '23_ElecGtr1Mic3.wav']",[],[],"['24_Trumpet1.wav', '25_Trumpet2.wav', '26_Saxophone1.wav', '27_Saxophone2.wav', '28_Saxophone3.wav', '29_Trombone.wav']",[],[],[],['30_LeadVox.wav'],"['31_BackingVox1.wav', '32_BackingVox2.wav', '33_Choir1.wav', '34_Choir2.wav']",[],1
Terania Creek Walking,['01_Kick.wav'],"['02_Snare.wav', '03_SnareSample.wav']",['04_HiHat.wav'],['08_Cymbal hit.wav'],['05_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav']",[],"['09_Percussion1.wav', '10_Percussion2.wav', '11_LoopSFX.wav']",['14_Bass.wav'],[],[],[],['18_Organ.wav'],[],[],[],"['12_SFX1.wav', '13_SFX2.wav', '15_Synth1.wav', '16_Synth2.wav', '17_Synth3.wav', '19_OrchestraHit.wav']",[],[],[],0
Tgheer,['01_Kick.wav'],"['07_Snare1.wav', '08_Snare2.wav', '09_Snare3.wav']",['10_Hat.wav'],[],[],[],[],"['02_Clap1.wav', '03_Clap2.wav', '04_ElecDrum1.wav', '05_ElecDrum2.wav', '06_ElecDrum3.wav', '11_Shaker.wav']","['16_Bass1.wav', '17_Bass2.wav']",[],[],[],[],[],[],[],"['12_SFX1.wav', '13_SFX2.wav', '14_SFX3.wav', '15_SFX4.wav', '18_Synth01.wav', '19_Synth02.wav', '20_Synth03.wav', '21_Synth04.wav', '22_Synth05.wav', '23_Synth06.wav', '24_Synth07.wav', '25_Synth08.wav', '26_Synth09.wav', '27_Synth10.wav', '28_Synth11.wav', '29_Synth12.wav', '30_SynthSFX1.wav', '31_SynthSFX2.wav', '32_SynthSFX3.wav']",[],[],[],0
That's Entertainment,[],[],[],[],[],[],[],[],[],[],[],['01_PianoDI.wav'],[],[],[],[],[],"['04_SopranoOD.wav', '05_AltoOD.wav', '06_TenorOD.wav', '07_BassOD.wav']",[],"['02_MainPair1_MSDecoded.wav', '03_MainPair_AB.wav']",1
That's How I Got To Memphis,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],[],['06_Overheads.wav'],['05_Toms.wav'],['07_Room.wav'],[],['08_BassDI.wav'],[],"['09_ElecGtr1.wav', '10_ElecGtr2.wav', '11_ElecGtr2DI.wav', '12_ElecGtr2DT.wav', '13_ElecGtr2DTDI.wav', '14_ElecGtr3.wav', '15_ElecGtr3DI.wav', '16_ElecGtr3DT.wav', '17_ElecGtr3DTDI.wav']",[],[],[],[],[],[],['18_LeadVox.wav'],['19_BackingVox.wav'],[],1
The Blues Is A Lady,['01_Kick.wav'],['02_Snare.wav'],"['03_HiHat1.wav', '04_HiHat2.wav']","['05_Ride.wav', '06_Cymbal.wav']",[],[],[],['07_Tambourine.wav'],['08_Bass.wav'],"['09_AcousticGtr1.wav', '10_AcousticGtr2.wav']","['11_ElecGtr1.wav', '12_ElecGtr2.wav', '13_ElecGtr3.wav', '14_ElecGtr4.wav', '15_ElecGtr5.wav', '16_ElecGtr6.wav']",[],[],[],[],[],['17_Hammond.wav'],"['18_LeadVox.wav', '19_LeadVoxDT.wav']","['20_BackingVox1.wav', '21_BackingVox2.wav', '22_BackingVox2DT.wav', '23_BackingVox3.wav', '24_BackingVox3DT.wav']",[],1
The Calm,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],['04_Cymbals.wav'],[],[],[],[],['06_Bass.wav'],[],[],[],[],[],[],[],"['05_SFX.wav', '07_Synth1.wav', '08_Synth2.wav', '09_Synth3.wav', '10_Synth4.wav', '11_Synth5.wav', '12_Synth6.wav']",[],[],[],0
The Crown,"['01_Kick1.wav', '02_Kick2.wav', '03_Kick3.wav']","['04_Snare1.wav', '05_Snare2.wav']",['06_06_Kt. HH.wav'],[],['13_Overheads.wav'],"['07_Tom1.wav', '08_Tom2.wav', '09_Tom3.wav', '10_Tom4.wav', '11_Tom5.wav', '12_Tom6.wav']","['14_DrumsRoom1.wav', '15_DrumsRoom2.wav']",[],"['16_BassDI.wav', '28_DoubleBass.wav']",[],"['17_ElecGtr1.wav', '18_ElecGtr1DT.wav', '19_ElecGtr2.wav', '20_ElecGtr2DT.wav', '21_ElecGtr.wav', '22_ElecGtr.wav', '23_ElecGtr.wav']",['27_Piano.wav'],[],['29_Brass.wav'],[],[],['26_Synth.wav'],"['24_LeadVox1.wav', '25_LeadVox2.wav']",[],[],1
The Dice,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['06_Overheads.wav'],"['08_Tom1.wav', '09_Tom2.wav', '10_Tom3.wav']",['07_DrumsRoom.wav'],[],"['11_BassDI.wav', '12_BassPedal.wav', '13_BassAmp.wav']",[],"['14_ElecGtr1Mic1.wav', '15_ElecGtr1Mic2.wav', '16_ElecGtr2Mic1.wav', '17_ElecGtr2Mic2.wav', '18_ElecGtr3Mic1.wav', '19_ElecGtr3Mic2.wav', '20_ElecGtr4Mic1.wav', '21_ElecGtr4Mic2.wav']",[],[],[],[],[],[],"['22_LeadVox1.wav', '23_LeadVox2.wav', '24_LeadVoxDT.wav']","['25_BackingVox1.wav', '26_BackingVox2.wav']",[],1
The Elephant,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",[],[],['07_Overheads.wav'],"['05_Tom1.wav', '06_Tom2.wav']",['08_Room.wav'],[],"['09_BassDI.wav', '10_BassAmp.wav']",[],"['11_ElecGtr1.wav', '12_ElecGtr1DT.wav', '13_ElecGtr2.wav', '14_ElecGtr3.wav']",['15_Piano.wav'],[],[],[],[],"['16_Synth1.wav', '17_Synth2.wav']",['18_LeadVox.wav'],"['19_BackingVox1.wav', '20_BackingVox1DT.wav', '21_BackingVox2.wav', '22_BackingVox2DT.wav', '23_BackingVox3.wav', '24_BackingVox3DT.wav']",[],1
The English Actor,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],[],['05_Overheads.wav'],['07_Toms.wav'],['06_DrumsRoom.wav'],[],['08_Bass.wav'],[],"['15_ElecGtr1.wav', '16_ElecGtr2.wav', '17_ElecGtr3.wav']",[],[],[],[],[],"['09_SynthPad1.wav', '10_SynthPad2.wav', '11_SynthFuzz.wav', '12_SynthLead.wav', '13_SynthFX1.wav', '14_SynthFX2.wav']","['18_LeadVox1.wav', '19_LeadVox2.wav', '20_LeadVox3.wav']",[],[],1
The Feeling,['01_Kick.wav'],['02_Snare.wav'],['03_HiHat.wav'],[],['06_Overheads.wav'],"['04_Tom1.wav', '05_Tom2.wav']",[],[],"['07_BassAmp.wav', '08_BassDI.wav']",[],"['09_ElecGtr1.wav', '10_ElecGtr2Mic1.wav', '11_ElecGtr2Mic2.wav', '12_ElecGtr2DTMic1.wav', '13_ElecGtr2DTMic2.wav', '14_ElecGtr3Mic1.wav', '15_ElecGtr3Mic2.wav', '16_ElecGtr4Mic1.wav', '17_ElecGtr4Mic2.wav']",[],[],[],[],[],['24_Speech.wav'],"['18_LeadVox.wav', '19_LeadVoxDT.wav']","['20_BackingVox1.wav', '21_BackingVox2.wav', '22_BackingVox3.wav', '23_BackingVox4.wav']",[],1
The Forthcoming Turn,"['01_KickIn.wav', '02_KickOut.wav', '03_KickSub.wav']","['04_SnareUp.wav', '05_SnareDown.wav']",['06_HiHat.wav'],[],['07_Overheads.wav'],"['08_Tom1.wav', '09_Tom2.wav', '10_Tom3.wav', '11_Tom4.wav', '12_Tom5.wav']","['13_DrumsRoom1.wav', '14_DrumsRoom2.wav', '15_DrumsRoom3.wav']",[],"['16_BassDI.wav', '17_BassAmp.wav']",[],"['18_ElecGtr1.wav', '19_ElecGtr2.wav', '20_ElecGtr2DI.wav', '21_ElecGtr3.wav', '22_ElecGtr3DI.wav', '23_ElecGtr4.wav', '24_ElecGtr4DI.wav']",[],[],[],"['30_Violins1A.wav', '31_Violins1B.wav', '32_Violins2A.wav', '33_Violins2B.wav', '34_ViolasA.wav', '35_ViolasB.wav', '36_CellosA.wav', '37_CellosB.wav', '38_DoubleBassesA.wav', '39_DoubleBassesB.wav']",[],"['25_Synth1.wav', '26_Synth2.wav', '27_Synth3.wav', '28_Synth4.wav', '29_Synth5.wav']",[],[],[],0
The Glass,"['01_KickIn.wav', '02_KickOut.wav']","['03_SnareUp.wav', '04_SnareDown.wav']",['05_HiHat.wav'],[],['06_Overheads.wav'],"['08_Tom1.wav', '09_Tom2.wav', '10_Tom3.wav']",['07_Room.wav'],[],"['11_BassDI.wav', '12_BassAmp.wav']","['13_AcousticGtrMic.wav', '14_AcousticGtrDI.wav']","['15_ElecGtr1.wav', '16_ElecGtr2.wav', '17_ElecGtr3.wav', '18_ElecGtr4.wav', '19_ElecGtr5.wav']",['20_Piano.wav'],[],[],['21_SynthFiddle.wav'],[],[],['22_LeadVox.wav'],"['23_BackingVox1.wav', '24_BackingVox2.wav']",[],1
The Inner Circle,"['01_KickIn.wav', '02_KickOut.wav']","['04_SnareUpMic1.wav', '05_SnareUpMic2.wav', '06_SnareDown.wav']",['08_HiHat.wav'],[],"['09_Overheads1.wav', '10_Overheads2.wav']","['13_Tom1.wav', '15_Tom2.wav', '17_Tom3.wav']","['11_DrumsRoomMono.wav', '12_DrumsRoomStereo.wav']",[],"['19_BassDI.wav', '20_BassDIPedals.wav', '21_BassAmpMic1.wav', '22_BassAmpMic2.wav']",[],"['23_ElecGtr1Mic1.wav', '24_ElecGtr1Mic2.wav', '25_ElecGtr1Mic3.wav', '26_ElecGtr1Mic4.wav', '27_ElecGtr1DI.wav', '28_ElecGtr2Mic1.wav', '29_ElecGtr2Mic2.wav', '30_ElecGtr2Mic3.wav', '31_ElecGtr2Mic4.wav', '32_ElecGtr2DI.wav', '33_ElecGtr3Mic1.wav', '34_ElecGtr3Mic2.wav', '35_ElecGtr3Mic3.wav', '36_ElecGtr3Mic4.wav', '37_ElecGtr3DI.wav']",[],[],[],[],[],[],"['38_LeadVoxMic1.wav', '39_LeadVoxMic2.wav', '40_LeadVoxDTMic1.wav', '41_LeadVoxDTMic2.wav']","['42_BackingVox1Mic1.wav', '43_BackingVox1Mic2.wav', '44_BackingVox2Mic1.wav', '45_BackingVox2Mic2.wav', '46_BackingVox3.wav', '47_BackingVox4.wav']","['14_Tom1Trigger.wav', '16_Tom2Trigger.wav', '18_Tom3Trigger.wav', '07_SnareTrigger.wav', '03_KickTrigger.wav']",1
The Island Of Alsocanla,['01_Kick.wav'],"['02_SnareUp.wav', '03_SnareDown.wav']",['04_HiHat.wav'],['05_Ride.wav'],['08_Overheads.wav'],"['06_Tom1.wav', '07_Tom2.wav']",[],"['09_Conga1.wav', '10_Conga2.wav']","['11_BassAmp.wav', '12_BassDI.wav']",[],"['13_ElecGtr1.wav', '14_ElecGtr1DT.wav', '15_ElecGtr2Mic1.wav', '16_ElecGtr2Mic2.wav', '17_ElecGtr3.wav', '18_ElecGtr3DT.wav']",['19_Piano.wav'],[],[],['20_Strings.wav'],[],[],[],[],[],0
The Last Elm,"['01_Kick.wav', '02_KickSample.wav']",['03_Snare.wav'],[],[],['08_Overheads.wav'],"['04_Tom1.wav', '05_Tom2.wav', '06_Tom3.wav', '07_TomFX.wav']","['09_DrumsRoomMono.wav', '10_DrumsRoomStereo.wav', '11_DrumsRoomFX.wav']","['12_Taiko1.wav', '13_Taiko2.wav', '14_Taiko3.wav', '15_Percussion.wav', '16_Tambourine.wav', '17_Shaker1.wav', '18_Shaker2.wav', '19_Rainstick1.wav', '20_Rainstick2.wav']","['23_BassSynth1.wav', '24_BassSynth2.wav', '29_DoubleBass.wav']","['25_AcousticGtr1.wav', '26_AcousticGtr2.wav']","['38_ElecGtr1.wav', '39_ElecGtr2.wav', '40_ElecGtr3.wav', '41_ElecGtr4.wav', '42_ElecGtr5.wav', '43_ElecGtr6.wav']","['30_Piano1.wav', '31_Piano2.wav']",[],[],"['27_Strings.wav', '28_StringsSFX.wav']",[],"['21_SFX1.wav', '22_SFX2.wav', '32_ReversePiano.wav', '33_Synth1.wav', '34_Synth2.wav', '35_Synth3.wav', '36_Synth4.wav', '37_Synth5.wav']","['44_LeadVox.wav', '45_LeadVoxDT1.wav', '46_LeadVoxDT2.wav', '47_LeadVoxDT3.wav']","['48_LeadVoxDT4.wav', '49_LeadVoxDT5.wav', '50_LeadVoxFX01.wav', '51_LeadVoxFX02.wav', '52_LeadVoxFX03.wav', '53_LeadVoxFX04.wav', '54_LeadVoxFX05.wav', '55_LeadVoxFX06.wav', '56_LeadVoxFX07.wav', '57_LeadVoxFX08.wav', '58_LeadVoxFX09.wav', '59_LeadVoxFX10.wav', '60_LeadVoxFX11.wav', '61_LeadVoxFX12.wav']",[],1
The Last Stand,"['Drums-Kick in-M82.wav', 'Drums-Kick Out-Cu29.wav']","['Drums-Snare Bot-M81.wav', 'Drums-Snare Top-M80.wav']",[],[],['Drums-Over-M60.wav'],"['Drums-Tom1-M81.wav', 'Drums-Tom2-M81.wav']",[],"['Percussion-M81.wav', 'Percussion2-M81.wav']",['Bass-DI.wav'],[],"['Guitar-Cu29.wav', 'Guitar-M81.wav']",[],[],"['Horns-Bone-M82.wav', 'Horns-Sax-M82.wav', 'Horns-Trumpet-M81.wav']",[],[],[],[],[],"['BONE_06-08.wav', 'Chamber-M60.wav', 'Room-ELA M260.wav']",0
The Marsh Marigold's Song,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['12_LeadVox.wav'],"['03_SpotMic1_Tenors.wav', '05_SpotMic3_Sopranos.wav', '06_SpotMic4_Altos.wav', '04_SpotMic2_Basses.wav', '07_BassCloseMic1.wav', '08_BassCloseMic2.wav', '09_BassCloseMic3.wav', '10_BassCloseMic4.wav', '11_BassCloseMic5.wav']","['01_MainPair1.wav', '02_MainPair2.wav']",1
The Opener,['01_Kick.wav'],['02_Snare.wav'],[],[],['03_Overhead.wav'],[],[],[],"['04_BassDI.wav', '19_TromboneBass.wav']",[],['05_ElecGtr.wav'],['06_Piano.wav'],[],"['07_Trumpet1.wav', '08_Trumpet2.wav', '09_Trumpet3.wav', '10_Trumpet4.wav', '11_SaxAlto01.wav', '12_SaxAlto02.wav', '13_SaxTenor01.wav', '14_SaxTenor02.wav', '15_SaxBaritone.wav', '16_Trombone1.wav', '17_Trombone2.wav', '18_Trombone3.wav']",[],[],[],[],[],[],0
The Road Ahead,['01_Kick.wav'],[],[],[],[],[],[],"['03_Tambourine.wav', '02_Bongo.wav']",['04_Bass.wav'],"['05_AcGtrPlusVox1.wav', '07_AcGtrPlusVox2.wav']",[],[],[],[],[],[],[],[],"['06_VoxPlusAcGtr1.wav', '08_VoxPlusAcGtr2.wav', '09_BackingVox.wav']",[],0
The Saga Of Harrison Crabfeathers,"['01_KickIn.wav', '02_KickOut.wav']",['03_Snare.wav'],[],[],"['06_Overhead1.wav', '07_Overhead2.wav']","['04_Tom1.wav', '05_Tom2.wav']",[],['12_Gong.wav'],['08_BassDI.wav'],[],"['10_ElecGtrMic1.wav', '11_ElecGtrMic2.wav']",['13_Piano.wav'],[],[],[],[],['09_Synth.wav'],[],[],[],0
